Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,Complain,Total_Offsprings,Living_With,Family_Size,Days_since_enrollment,Age,Total_Amount,Frequency,Total_purchases
Undergraduate,15056.0,76,6,12,3,21,6,40,5,0,2,Alone,3,422,65,88,0,7
Graduate,26954.0,17,4,1,11,0,0,1,1,0,1,Alone,2,52,52,17,0,3
Graduate,22327.0,94,5,4,8,2,0,5,1,0,1,Alone,2,331,38,24,0,4
Graduate,44393.0,86,24,2,20,2,2,10,2,0,2,Partner,4,311,58,60,0,5
Postgraduate,62000.0,25,899,0,101,0,0,20,1,0,1,Alone,2,308,71,1020,1,25
Postgraduate,31497.0,22,108,1,28,13,1,4,2,0,1,Partner,3,570,61,155,0,8
Undergraduate,45894.0,15,27,2,7,0,2,13,1,0,2,Partner,4,122,49,51,0,4
Postgraduate,78579.0,35,816,66,549,216,66,99,1,0,0,Alone,1,554,53,1812,6,15
Postgraduate,67369.0,81,1298,0,70,37,14,42,4,0,1,Alone,2,589,54,1461,15,21
Graduate,58401.0,55,10,0,11,17,29,29,1,0,1,Alone,2,70,63,96,0,5
Graduate,62307.0,94,87,13,34,10,6,10,1,0,1,Alone,2,132,71,160,0,8
Postgraduate,43641.0,50,57,2,51,4,2,23,3,0,2,Partner,4,433,54,139,0,7
Postgraduate,63841.0,64,635,15,100,20,7,131,1,0,1,Alone,2,434,55,908,0,21
Undergraduate,46891.0,91,43,12,23,29,15,61,1,0,1,Partner,3,301,58,183,0,7
Postgraduate,70091.0,11,964,34,137,15,0,11,2,0,1,Partner,3,455,54,1161,4,17
Postgraduate,78075.0,72,572,8,259,34,35,80,1,0,0,Partner,2,85,51,988,0,13
Undergraduate,59184.0,6,341,142,113,259,151,66,3,0,1,Alone,2,658,62,1072,0,24
Graduate,54809.0,0,63,6,57,13,13,22,4,0,2,Partner,4,291,46,174,0,8
Graduate,58113.0,66,221,104,169,102,78,84,3,1,1,Partner,3,520,64,758,0,19
Postgraduate,51412.0,42,140,3,29,4,5,14,2,0,1,Partner,3,180,65,195,0,9
Graduate,15287.0,60,1,2,8,4,3,13,2,0,1,Alone,2,627,44,31,9,4
Postgraduate,66636.0,64,291,10,689,84,10,0,1,0,0,Partner,2,316,66,1084,0,16
Postgraduate,50965.0,87,544,13,85,8,6,29,3,0,1,Partner,3,494,67,685,3,19
Postgraduate,84618.0,96,684,100,801,21,66,0,1,0,0,Partner,2,219,58,1672,5,25
Graduate,18351.0,1,1,12,9,0,14,7,1,0,0,Partner,2,243,33,43,0,5
Postgraduate,40451.0,54,35,0,4,0,0,10,1,0,2,Partner,4,133,66,49,3,4
Graduate,36317.0,53,87,3,25,3,2,13,2,0,1,Partner,3,403,58,133,0,7
Graduate,42213.0,96,309,3,24,4,3,20,2,0,1,Partner,3,260,66,363,4,13
Graduate,65748.0,58,172,73,93,95,78,34,2,1,1,Partner,3,440,68,545,0,16
Graduate,77044.0,12,625,38,242,50,34,76,2,0,1,Partner,3,245,51,1065,3,29
Graduate,74918.0,78,972,59,913,25,19,59,1,0,0,Partner,2,474,54,2047,5,20
Graduate,56721.0,64,157,6,39,6,13,75,5,0,2,Partner,4,606,51,296,0,10
Graduate,42160.0,26,48,9,45,3,15,20,4,0,2,Alone,3,366,48,140,6,7
Graduate,61559.0,8,279,83,88,32,14,34,1,0,1,Alone,2,347,58,530,0,16
Postgraduate,33629.0,49,132,0,16,0,0,4,5,0,2,Partner,4,690,60,152,0,8
Postgraduate,68682.0,56,919,0,505,99,30,45,1,0,0,Partner,2,266,32,1598,0,23
Graduate,34377.0,55,62,0,22,3,1,26,2,0,1,Alone,2,526,60,114,0,6
Undergraduate,8940.0,25,1,45,3,4,6,42,3,0,1,Alone,2,676,37,101,0,7
Graduate,26228.0,50,2,6,4,3,1,9,1,0,1,Partner,3,280,50,25,0,3
Undergraduate,77297.0,84,408,61,109,48,122,41,1,0,0,Alone,1,519,66,789,1,21
Graduate,40211.0,30,51,1,7,2,1,25,2,0,2,Partner,4,334,42,87,3,5
Postgraduate,33438.0,81,62,1,16,3,2,6,4,0,2,Alone,3,280,65,90,0,7
Postgraduate,75032.0,74,952,12,180,47,12,12,2,0,1,Partner,3,427,64,1215,0,18
Postgraduate,61284.0,76,618,15,106,20,7,45,1,0,0,Alone,1,260,68,811,4,21
Graduate,22518.0,36,11,7,12,2,2,27,2,0,1,Partner,3,615,37,61,9,5
Postgraduate,54730.0,64,318,3,17,4,7,56,5,0,1,Partner,3,318,48,405,0,13
Postgraduate,38452.0,62,56,0,14,0,0,2,3,0,2,Partner,4,91,68,72,0,6
Graduate,44421.0,53,110,5,59,7,1,7,5,0,2,Alone,3,499,52,189,0,9
Postgraduate,38197.0,86,23,0,11,2,1,3,1,0,1,Partner,3,365,37,40,0,4
Graduate,41986.0,15,27,5,8,8,3,12,3,0,1,Alone,2,140,45,63,0,7
Graduate,28427.0,67,18,3,19,3,3,6,2,0,1,Partner,3,465,40,52,0,5
Postgraduate,37395.0,47,18,0,9,0,1,11,1,0,1,Partner,3,58,47,39,0,4
Graduate,64722.0,47,303,0,280,60,147,15,4,0,1,Partner,3,34,52,805,0,21
Postgraduate,55249.0,81,97,1,19,2,0,11,1,0,1,Partner,3,73,67,130,0,7
Graduate,84906.0,98,997,15,414,99,30,76,1,0,0,Partner,2,268,51,1631,11,23
Graduate,28691.0,56,5,4,13,8,0,4,1,0,1,Partner,3,360,34,34,0,4
Graduate,44213.0,48,95,11,35,0,4,7,4,0,2,Alone,3,212,71,152,0,8
Undergraduate,25707.0,18,1,6,2,3,6,3,1,0,1,Alone,2,162,39,21,0,4
Postgraduate,59062.0,74,46,1,12,3,0,9,2,0,3,Partner,5,269,56,71,0,5
Graduate,76624.0,68,411,106,147,54,115,66,1,0,1,Alone,2,36,61,899,3,22
Postgraduate,66000.0,36,244,51,270,101,0,45,1,0,0,Partner,2,70,76,711,0,9
Postgraduate,27683.0,90,152,9,121,12,12,45,4,0,1,Partner,3,694,45,351,0,12
Graduate,1730.0,65,1,1,3,1,1,1,15,0,0,Alone,1,42,52,8,0,0
Undergraduate,7500.0,63,10,17,18,8,26,40,4,0,1,Alone,2,573,31,119,0,7
Graduate,40521.0,82,12,0,5,0,0,4,1,0,2,Partner,4,450,55,21,0,3
Postgraduate,20427.0,63,5,0,4,0,0,1,1,0,1,Partner,3,97,50,10,0,3
Graduate,65106.0,55,790,19,133,12,0,19,3,0,1,Partner,3,36,48,973,4,24
Postgraduate,69969.0,64,882,29,514,38,29,44,1,0,0,Partner,2,306,58,1536,12,12
Graduate,67433.0,51,615,28,259,12,48,30,4,0,2,Partner,4,348,71,992,4,24
Postgraduate,77766.0,97,1004,59,265,115,59,27,2,0,1,Partner,3,492,56,1529,9,32
Graduate,74716.0,92,133,27,421,13,195,71,2,0,1,Partner,3,290,51,860,0,15
Graduate,68118.0,51,595,23,123,10,23,154,2,0,1,Alone,2,254,60,928,0,21
Postgraduate,55158.0,72,293,0,87,4,11,23,4,0,2,Partner,4,699,53,418,6,14
Undergraduate,62972.0,39,313,15,47,20,0,192,2,0,1,Partner,3,695,68,587,6,14
Graduate,74190.0,49,151,81,86,168,91,64,2,0,1,Partner,3,48,48,641,0,17
Graduate,39356.0,21,15,0,2,0,0,6,1,0,2,Partner,4,102,47,23,3,3
Graduate,76653.0,91,736,63,946,219,189,126,1,0,0,Partner,2,317,54,2279,6,22
Postgraduate,35860.0,37,15,0,8,4,2,20,2,0,2,Alone,3,41,50,49,3,4
Postgraduate,90687.0,98,982,17,672,23,34,51,1,0,0,Alone,1,403,40,1779,11,16
Postgraduate,73450.0,85,1142,51,415,90,69,37,1,0,0,Partner,2,206,41,1804,4,26
Graduate,31454.0,40,28,0,11,0,0,9,3,0,2,Partner,4,358,63,48,0,5
Graduate,47139.0,2,46,0,12,0,2,23,2,0,2,Alone,3,115,71,83,6,5
Graduate,83829.0,78,897,161,430,186,161,27,0,0,0,Alone,1,264,48,1862,15,17
Postgraduate,53378.0,41,489,6,152,8,6,132,10,0,2,Partner,4,643,60,793,6,19
Graduate,19656.0,94,25,4,9,6,8,32,3,0,1,Partner,3,506,53,84,0,6
Postgraduate,45579.0,10,145,1,33,2,1,1,1,0,1,Partner,3,313,75,183,0,9
Undergraduate,85485.0,73,630,26,611,44,18,54,1,0,0,Alone,1,8,65,1383,0,18
Graduate,55956.0,22,760,38,104,50,9,38,2,0,0,Partner,2,83,79,999,4,14
Postgraduate,64191.0,30,420,15,186,151,38,15,3,0,1,Alone,2,523,60,825,0,21
Graduate,38808.0,21,125,17,52,3,19,30,4,0,1,Alone,2,672,51,246,9,10
Postgraduate,57183.0,51,464,5,64,7,0,70,8,0,2,Partner,4,467,57,610,0,17
Postgraduate,23748.0,97,6,6,29,12,15,8,3,0,1,Alone,2,585,55,76,0,6
Graduate,66303.0,56,1090,12,96,16,12,60,4,0,1,Partner,3,488,52,1286,4,18
Postgraduate,37368.0,4,3,2,11,2,2,10,1,0,1,Partner,3,195,48,30,3,3
Graduate,40800.0,77,24,0,27,8,30,10,2,1,3,Partner,5,544,59,99,0,6
Graduate,71847.0,95,737,21,106,55,63,210,0,0,0,Alone,1,646,45,1192,1,22
Graduate,46149.0,36,254,6,71,4,0,27,5,0,1,Partner,3,212,48,362,0,13
Graduate,78687.0,13,817,185,687,145,55,241,1,0,0,Partner,2,689,40,2130,11,18
Undergraduate,49118.0,90,620,54,239,99,98,119,2,0,0,Alone,1,680,52,1229,12,26
Postgraduate,37633.0,49,13,4,20,0,0,1,2,0,2,Partner,4,647,66,38,0,4
Postgraduate,39767.0,18,113,61,204,34,26,47,2,0,0,Partner,2,343,72,485,0,15
Undergraduate,26997.0,89,7,23,78,133,49,144,2,0,0,Partner,2,601,72,434,0,11
Graduate,33986.0,43,16,2,18,2,1,5,1,0,1,Alone,2,472,53,44,0,4
Postgraduate,57091.0,82,462,0,24,6,0,4,2,0,1,Partner,3,583,51,496,10,16
Undergraduate,46831.0,84,22,2,10,6,4,34,2,0,2,Partner,4,386,54,78,0,5
Postgraduate,83151.0,80,968,147,842,137,42,210,1,0,0,Partner,2,504,51,2346,15,22
Graduate,52531.0,68,283,112,151,51,72,125,2,0,0,Partner,2,546,52,794,0,19
Graduate,15759.0,12,1,2,5,6,0,3,1,0,0,Partner,2,297,67,17,0,3
Graduate,22804.0,75,14,1,7,2,1,1,1,0,1,Alone,2,333,52,26,0,4
Undergraduate,43050.0,10,30,5,24,6,3,8,2,0,1,Partner,3,103,50,76,0,6
Postgraduate,42997.0,91,4,0,5,0,1,5,1,0,2,Alone,3,204,46,15,0,3
Postgraduate,48918.0,21,52,0,9,0,0,1,2,0,2,Alone,3,78,60,62,0,5
Postgraduate,60033.0,28,62,1,57,19,11,48,2,0,1,Partner,3,92,69,198,0,8
Postgraduate,34043.0,97,20,2,14,3,0,10,1,0,1,Partner,3,247,45,49,0,4
Graduate,57811.0,49,545,7,114,37,21,78,5,0,1,Partner,3,370,57,802,4,20
Graduate,78569.0,14,558,79,622,207,175,95,1,0,0,Partner,2,130,77,1736,11,14
Graduate,7500.0,5,6,5,4,13,4,25,4,0,2,Alone,3,549,45,57,0,6
Postgraduate,157733.0,37,39,1,9,2,0,8,0,0,1,Partner,3,390,52,59,0,2
Graduate,94384.0,62,1111,24,790,160,45,172,0,0,0,Partner,2,482,70,2302,16,18
Undergraduate,23148.0,83,4,6,8,6,3,10,1,0,0,Partner,2,131,38,37,0,5
Graduate,44267.0,48,183,5,65,3,5,49,5,0,2,Alone,3,489,53,310,0,11
Graduate,71626.0,94,546,72,376,94,145,72,1,0,0,Partner,2,605,44,1305,4,18
Graduate,60894.0,61,606,7,155,10,0,54,5,0,1,Partner,3,366,57,832,0,21
Graduate,50200.0,70,266,6,51,8,6,64,6,0,2,Partner,4,452,47,401,0,13
Postgraduate,81051.0,43,1142,29,249,38,29,14,1,0,0,Partner,2,37,58,1501,9,22
Graduate,65169.0,23,1074,0,69,0,0,46,1,0,0,Partner,2,166,41,1189,17,27
Graduate,59868.0,37,771,51,154,54,10,154,7,0,1,Partner,3,342,51,1194,0,25
Postgraduate,65695.0,50,371,32,189,0,58,6,2,0,1,Partner,3,149,63,656,0,19
Postgraduate,64857.0,78,556,14,717,210,0,43,1,0,0,Alone,1,583,67,1540,0,22
Postgraduate,45143.0,74,202,5,74,11,5,14,3,0,1,Partner,3,307,58,311,0,12
Undergraduate,74805.0,14,209,162,209,41,162,37,5,0,1,Partner,3,235,68,820,0,21
Undergraduate,59060.0,77,35,40,111,36,40,12,3,0,1,Partner,3,169,34,274,0,11
Postgraduate,27238.0,39,37,0,17,0,0,3,3,0,2,Alone,3,435,61,57,0,6
Graduate,47009.0,89,171,45,73,59,10,90,4,0,1,Partner,3,271,58,448,0,13
Undergraduate,46094.0,62,12,2,20,3,2,5,1,0,2,Partner,4,19,50,44,0,4
Graduate,40321.0,59,44,4,21,6,0,27,2,0,2,Partner,4,335,51,102,0,6
Graduate,37235.0,68,20,2,9,4,6,20,1,0,1,Partner,3,148,39,61,0,4
Postgraduate,81843.0,13,779,86,537,34,69,138,1,0,0,Partner,2,433,63,1643,0,26
Postgraduate,46692.0,37,170,6,97,24,12,88,3,0,1,Partner,3,388,65,397,0,12
Graduate,77382.0,36,491,48,231,112,105,134,2,0,1,Partner,3,173,55,1121,5,24
Graduate,37774.0,28,173,8,107,7,2,176,4,1,2,Alone,3,664,46,473,9,12
Undergraduate,18393.0,2,7,10,13,16,0,4,2,0,1,Partner,3,92,49,50,0,6
Postgraduate,72828.0,17,1205,0,235,19,14,205,6,0,1,Partner,3,500,61,1678,0,22
Graduate,24711.0,86,10,7,25,6,3,7,1,0,0,Partner,2,72,41,58,0,6
Postgraduate,45503.0,54,97,4,44,6,1,18,1,0,1,Partner,3,277,48,170,0,8
Postgraduate,6560.0,2,67,11,26,4,3,262,0,0,0,Alone,1,199,41,373,0,2
Postgraduate,71604.0,3,345,53,528,98,75,97,1,0,0,Partner,2,224,78,1196,9,16
Graduate,27244.0,84,6,5,17,3,24,46,2,0,1,Partner,3,114,44,101,0,6
Graduate,48752.0,8,73,57,100,71,15,0,5,0,2,Partner,4,564,54,316,6,12
Graduate,71434.0,4,711,36,217,172,96,168,3,0,1,Partner,3,284,61,1400,5,18
Graduate,90842.0,57,774,70,118,182,187,93,1,0,0,Alone,1,335,75,1424,0,26
Postgraduate,88097.0,24,163,0,480,0,126,75,1,0,1,Partner,3,680,45,844,16,19
Graduate,51948.0,51,82,33,54,71,30,41,2,0,1,Partner,3,285,48,311,0,11
Graduate,71853.0,29,358,108,413,141,97,32,1,0,0,Partner,2,417,41,1149,0,16
Postgraduate,35876.0,13,66,2,40,4,3,14,1,0,0,Partner,2,70,40,129,0,7
Graduate,40049.0,23,13,6,7,0,3,3,1,0,1,Alone,2,256,71,32,0,4
Graduate,39660.0,36,139,13,78,20,13,36,3,0,1,Alone,2,690,41,299,6,11
Graduate,50127.0,88,274,0,21,4,6,15,1,0,1,Partner,3,31,61,320,4,12
Postgraduate,43263.0,2,262,6,61,0,10,102,3,0,1,Partner,3,585,46,441,0,13
Postgraduate,62845.0,3,1099,0,45,0,0,34,11,0,2,Partner,4,636,74,1178,10,17
Graduate,18929.0,15,32,0,8,23,4,18,1,0,0,Partner,2,498,33,85,0,5
Undergraduate,24367.0,58,2,4,2,0,11,5,1,0,1,Alone,2,466,41,24,0,3
Graduate,33249.0,11,6,10,21,19,14,42,2,0,1,Alone,2,494,48,112,0,6
Undergraduate,26887.0,27,6,7,4,3,4,6,1,0,1,Partner,3,504,64,30,0,4
Postgraduate,50150.0,32,135,46,92,65,61,11,2,0,0,Partner,2,374,40,410,0,14
Graduate,62061.0,12,641,7,84,0,30,38,3,0,1,Partner,3,302,47,800,4,21
Postgraduate,85696.0,88,714,76,395,116,0,12,1,0,0,Alone,1,422,61,1313,6,19
Postgraduate,76542.0,91,794,73,573,0,29,14,1,0,0,Partner,2,456,67,1483,0,22
Graduate,70515.0,12,420,0,452,182,64,140,1,0,0,Alone,1,251,30,1258,6,16
Graduate,18227.0,21,1,2,7,4,3,11,1,0,1,Partner,3,598,36,28,0,3
Graduate,69139.0,23,86,12,75,33,15,6,1,0,1,Partner,3,153,58,227,0,10
Graduate,69109.0,10,823,25,459,124,29,95,1,0,0,Partner,2,597,41,1555,11,19
Graduate,69627.0,35,231,161,215,171,30,53,2,0,1,Alone,2,469,61,861,0,21
Graduate,38136.0,69,8,15,27,0,20,33,2,0,1,Partner,3,433,45,103,3,6
Postgraduate,62159.0,68,182,17,259,77,70,29,1,0,0,Alone,1,62,77,634,0,18
Graduate,80695.0,85,557,129,984,193,37,18,1,0,0,Alone,1,182,60,1918,0,18
Postgraduate,33316.0,34,79,1,31,4,4,12,3,0,2,Alone,3,268,52,131,0,7
Graduate,58554.0,55,368,24,68,38,0,88,6,0,2,Partner,4,641,55,586,0,16
Undergraduate,17256.0,10,6,4,14,8,8,22,2,0,1,Partner,3,218,31,62,3,5
Graduate,53034.0,30,160,15,196,15,11,50,8,0,2,Alone,3,395,49,447,0,14
Undergraduate,52203.0,36,488,21,238,56,108,28,1,0,0,Partner,2,698,73,939,0,26
Undergraduate,59601.0,14,691,7,69,0,7,23,4,0,1,Alone,2,339,46,797,4,11
Postgraduate,75154.0,79,543,10,205,160,143,82,1,0,1,Alone,2,663,65,1143,6,15
Graduate,47025.0,52,254,7,108,20,0,26,3,0,1,Alone,2,234,47,415,0,14
Graduate,37971.0,97,5,4,10,2,2,7,1,0,1,Partner,3,216,50,30,0,4
Postgraduate,41335.0,24,112,19,21,16,14,5,3,0,1,Alone,2,185,55,187,0,9
Graduate,67267.0,0,134,11,59,15,2,30,1,0,1,Partner,3,47,65,251,0,10
Graduate,57338.0,96,143,6,52,11,8,17,2,0,1,Alone,2,61,48,237,0,10
Undergraduate,50523.0,89,51,4,24,4,7,1,2,0,2,Partner,4,186,63,91,0,6
Postgraduate,35791.0,94,27,0,5,0,0,3,2,0,3,Alone,4,419,58,35,0,4
Postgraduate,50611.0,98,459,0,24,6,0,4,6,0,1,Alone,2,633,63,493,4,16
Postgraduate,56242.0,72,689,8,167,11,8,88,5,0,1,Partner,3,483,54,971,0,23
Graduate,48904.0,1,283,10,38,0,13,27,4,0,1,Alone,2,574,63,371,0,13
Graduate,56243.0,26,347,0,35,4,3,7,6,0,3,Alone,4,181,48,396,0,14
Graduate,21355.0,5,5,13,14,0,5,31,2,0,1,Partner,3,313,38,68,9,5
Postgraduate,57420.0,22,280,0,18,0,0,24,3,0,1,Partner,3,369,52,322,4,12
Postgraduate,46390.0,56,95,14,64,2,9,38,1,0,1,Alone,2,55,68,222,0,9
Undergraduate,54342.0,74,84,10,34,11,10,28,4,0,2,Partner,4,361,67,177,0,8
Graduate,20895.0,24,18,3,17,3,0,4,1,0,1,Partner,3,631,50,45,0,5
Graduate,92344.0,9,992,24,694,51,19,119,0,0,0,Partner,2,165,75,1899,8,20
Undergraduate,26907.0,10,9,1,7,0,3,2,2,0,2,Partner,4,313,47,22,0,4
Graduate,44964.0,35,19,1,17,2,0,2,1,0,2,Partner,4,560,43,41,0,4
Graduate,75507.0,56,709,93,374,104,80,80,1,0,0,Partner,2,58,44,1440,0,20
Postgraduate,53761.0,7,158,0,76,13,7,71,6,0,2,Partner,4,261,51,325,0,11
Graduate,22682.0,51,10,14,29,4,2,36,3,0,1,Partner,3,269,50,95,0,7
Postgraduate,38887.0,17,25,1,13,0,0,3,1,0,1,Partner,3,119,51,42,0,4
Undergraduate,41658.0,30,8,4,12,15,4,29,2,0,2,Alone,3,597,48,72,0,4
Postgraduate,29791.0,21,14,0,6,0,0,0,2,0,1,Partner,3,45,51,20,0,5
Postgraduate,63915.0,2,622,7,115,30,0,15,2,0,2,Partner,4,334,67,789,0,21
Graduate,39996.0,85,11,0,3,0,0,1,1,0,2,Alone,3,38,49,15,0,3
Graduate,26759.0,65,25,3,16,8,5,2,2,0,1,Alone,2,142,51,59,0,6
Postgraduate,63841.0,64,635,15,100,20,7,131,1,0,1,Alone,2,434,55,908,0,21
Postgraduate,51039.0,11,100,64,79,65,0,109,2,0,2,Partner,4,566,54,417,0,12
Graduate,60544.0,92,201,2,43,3,5,35,4,0,2,Partner,4,673,62,289,0,11
Graduate,65685.0,54,642,14,49,0,7,57,1,0,1,Partner,3,92,51,769,0,20
Graduate,37716.0,4,97,1,41,6,2,41,2,0,1,Partner,3,69,70,188,0,8
Graduate,36864.0,53,204,5,39,17,0,89,3,0,1,Alone,2,685,66,354,6,11
Postgraduate,44511.0,39,513,7,133,46,14,14,6,0,1,Partner,3,625,53,727,0,20
Postgraduate,36947.0,49,88,3,21,4,1,29,4,0,2,Partner,4,691,56,146,0,7
Postgraduate,47352.0,70,172,12,112,8,0,15,4,0,1,Partner,3,444,72,319,0,12
Postgraduate,67087.0,40,329,35,222,130,35,43,2,0,1,Partner,3,194,70,794,0,20
Graduate,57045.0,40,296,13,104,11,13,17,3,0,1,Partner,3,659,73,454,0,15
Postgraduate,36957.0,43,100,2,16,2,1,31,4,0,2,Alone,3,661,70,152,6,7
Postgraduate,69389.0,17,422,7,238,69,46,15,1,0,1,Partner,3,639,46,797,0,21
Graduate,80134.0,40,1218,16,272,104,0,80,2,0,1,Partner,3,405,51,1690,16,14
Postgraduate,43142.0,84,5,1,7,2,1,4,1,0,2,Partner,4,131,54,20,0,3
Graduate,80589.0,25,507,93,520,242,40,26,1,0,0,Partner,2,158,79,1428,7,20
Graduate,34412.0,62,52,12,50,4,36,55,3,0,1,Alone,2,501,33,209,0,8
Graduate,57537.0,83,191,56,139,51,8,100,4,0,1,Alone,2,384,44,545,0,15
Undergraduate,22634.0,47,2,23,11,8,6,46,1,0,0,Partner,2,529,57,96,0,5
Graduate,51315.0,45,68,28,39,16,30,41,1,0,0,Partner,2,126,75,222,0,9
Graduate,36026.0,34,20,4,10,6,4,17,2,0,3,Partner,5,105,51,61,0,5
Graduate,24639.0,3,20,3,16,0,4,1,3,0,2,Partner,4,152,50,44,0,6
Postgraduate,34578.0,1,7,0,1,0,0,0,1,0,3,Partner,5,79,51,8,0,3
Undergraduate,65704.0,18,279,172,74,38,8,246,1,0,0,Alone,1,259,51,817,0,22
Graduate,63810.0,45,977,12,253,16,12,101,4,0,1,Alone,2,595,57,1371,4,19
Postgraduate,54132.0,81,30,1,8,0,0,3,1,0,1,Partner,3,133,54,42,0,4
Graduate,18690.0,77,6,1,7,23,4,19,1,0,0,Partner,2,548,64,60,0,4
Graduate,28164.0,23,3,18,26,11,8,12,3,0,1,Partner,3,421,53,78,0,6
Postgraduate,34596.0,48,14,0,2,0,0,7,1,0,1,Partner,3,442,49,23,0,3
Postgraduate,43269.0,61,10,1,7,0,0,1,1,0,1,Partner,3,286,51,19,0,3
Undergraduate,38741.0,60,7,10,17,8,6,13,2,0,2,Alone,3,91,65,61,0,5
Graduate,31907.0,75,33,87,64,175,16,74,1,0,0,Alone,1,482,51,449,0,13
Postgraduate,27100.0,64,12,0,13,2,0,10,1,0,1,Partner,3,450,40,37,0,4
Undergraduate,31163.0,54,2,3,10,11,2,10,1,0,1,Alone,2,136,50,38,0,4
Graduate,92533.0,84,693,21,118,110,147,42,1,0,0,Partner,2,192,38,1131,6,22
Graduate,34853.0,75,9,3,15,2,3,2,2,0,2,Alone,3,188,50,34,0,5
Graduate,70844.0,16,129,26,67,3,67,2,5,0,2,Alone,3,242,56,294,0,12
Undergraduate,31086.0,79,16,2,11,3,0,16,2,0,2,Partner,4,421,44,48,3,4
Graduate,60544.0,92,201,2,43,3,5,35,4,0,2,Partner,4,673,62,289,0,11
Undergraduate,20491.0,16,5,4,5,4,2,10,1,0,0,Partner,2,520,37,30,0,3
Graduate,42523.0,96,14,36,11,3,26,35,1,0,0,Partner,2,67,59,125,0,6
Graduate,39922.0,30,29,12,59,19,1,36,2,0,1,Partner,3,500,40,156,0,7
Graduate,33402.0,60,26,2,19,10,5,8,3,0,2,Partner,4,346,71,70,0,6
Postgraduate,36408.0,11,9,1,4,3,2,3,1,0,2,Partner,4,281,74,22,0,3
Graduate,21645.0,75,14,0,23,4,5,19,3,0,1,Partner,3,664,44,65,6,6
Postgraduate,78427.0,36,972,19,595,180,26,138,3,0,0,Alone,1,613,75,1930,7,20
Graduate,82657.0,71,966,168,672,246,105,126,1,0,0,Partner,2,275,77,2283,5,22
Graduate,51876.0,88,99,27,102,28,48,6,1,0,0,Partner,2,257,65,310,0,12
Undergraduate,78041.0,93,482,35,553,72,160,17,1,0,0,Partner,2,560,52,1319,0,17
Graduate,52852.0,93,714,8,99,11,0,47,4,0,1,Partner,3,575,66,879,3,22
Postgraduate,70038.0,54,587,54,348,71,54,130,1,0,0,Partner,2,247,41,1244,0,16
Undergraduate,69401.0,41,399,27,159,58,8,39,4,0,1,Partner,3,98,50,690,0,13
Graduate,46053.0,46,56,10,92,19,7,25,3,0,1,Partner,3,497,51,209,0,9
Graduate,77343.0,28,227,151,573,98,54,31,1,0,0,Partner,2,20,58,1134,0,16
Graduate,73892.0,40,703,102,601,0,58,43,1,0,0,Alone,1,228,70,1507,6,22
Postgraduate,40304.0,82,37,0,17,0,0,3,1,0,1,Alone,2,272,56,57,0,5
Postgraduate,32727.0,38,167,13,180,86,13,70,2,0,0,Partner,2,670,58,529,0,15
Graduate,68695.0,3,458,81,356,106,50,40,1,0,0,Partner,2,4,54,1091,0,15
Graduate,43300.0,87,91,3,52,2,1,31,3,0,1,Alone,2,624,52,180,6,8
Graduate,26290.0,49,15,8,16,11,5,22,4,0,2,Partner,4,533,51,77,0,6
Graduate,93790.0,16,1302,68,731,89,114,45,0,0,0,Alone,1,137,53,2349,16,25
Postgraduate,38410.0,65,153,64,123,116,64,14,2,0,0,Partner,2,653,49,534,6,16
Postgraduate,64866.0,9,508,5,21,7,5,10,4,0,1,Alone,2,154,73,556,4,17
Graduate,57957.0,24,290,59,177,77,5,29,7,1,1,Partner,3,314,64,637,0,18
Postgraduate,46015.0,25,38,0,2,0,0,6,1,0,2,Partner,4,77,68,46,5,4
Graduate,16531.0,43,2,13,6,7,5,11,3,0,1,Partner,3,11,45,44,0,6
Postgraduate,28072.0,10,30,0,10,2,0,5,1,0,1,Partner,3,356,37,47,0,4
Postgraduate,49476.0,29,386,23,95,54,41,196,4,0,1,Alone,2,374,60,795,0,18
Graduate,50725.0,45,443,10,75,0,10,48,4,0,1,Partner,3,501,70,586,0,17
Graduate,83844.0,57,901,31,345,75,31,191,1,0,0,Partner,2,413,71,1574,5,19
Postgraduate,41145.0,20,9,0,3,0,0,1,1,0,2,Partner,4,141,73,13,0,3
Graduate,67419.0,29,846,84,352,91,56,42,4,0,1,Partner,3,529,53,1471,0,21
Undergraduate,23162.0,82,8,3,9,19,4,22,3,0,2,Partner,4,190,53,65,0,5
Graduate,34380.0,68,72,7,58,13,1,24,4,0,1,Partner,3,423,46,175,0,8
Graduate,34704.0,65,29,0,5,0,1,5,1,0,1,Alone,2,428,57,40,0,4
Postgraduate,94871.0,99,169,24,553,188,0,144,1,0,2,Partner,4,666,54,1078,15,17
Graduate,65148.0,9,460,35,422,33,12,153,2,0,1,Partner,3,590,65,1115,0,19
Graduate,39898.0,20,69,8,26,12,7,12,2,0,1,Partner,3,502,69,134,0,7
Postgraduate,64857.0,78,556,14,717,210,0,43,1,0,0,Alone,1,583,67,1540,0,22
Postgraduate,59892.0,26,73,0,13,0,1,0,1,0,1,Partner,3,239,53,87,0,6
Postgraduate,41020.0,68,112,1,54,7,7,36,1,0,0,Alone,1,244,36,217,0,9
Postgraduate,57072.0,79,944,0,60,0,0,30,2,0,1,Partner,3,156,62,1034,3,25
Graduate,60474.0,25,265,199,303,234,9,170,7,0,1,Alone,2,454,44,1180,0,24
