Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,DealsPurchases,Web,Catalog,Store,WebVisitsMonth,Complain,Response,Age,Living_With,Total_Offsprings,Total_Expenditure,Family_Size,Total_Purchases,Campaigns_Accepted
Undergraduate,Divorced,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,61,Alone,Two Children,1588,2,21,1
Graduate,Together,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,52,Partner,Two Children,22,3,12,0
Graduate,Single,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,72,Alone,One Child,19,1,8,0
Postgraduate,Married,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,58,Partner,Two Children,1117,3,34,0
Undergraduate,Married,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,48,Partner,Two Children,69,3,14,0
Postgraduate,Together,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,41,Partner,Two Children,23,3,12,0
Postgraduate,Single,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,65,Alone,Two Children,605,2,22,0
Graduate,Single,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,50,Alone,Two Children,57,2,18,0
Graduate,Widow,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,0,55,Alone,One Child,2088,1,25,1
Graduate,Together,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,65,Partner,Two Children,1009,3,19,0
Graduate,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,52,Alone,Two Children,26,2,14,0
Graduate,Married,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,65,Partner,Two Children,1102,3,38,0
Postgraduate,Married,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,59,Partner,Three or More Children,17,4,12,0
Graduate,Married,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,51,Partner,Two Children,1690,3,22,3
Graduate,Married,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,70,Partner,Two Children,1390,3,26,0
Postgraduate,Married,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,35,Partner,One Child,2126,2,23,0
Postgraduate,Together,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,54,Partner,Two Children,1531,3,31,0
Postgraduate,Single,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,48,Alone,Two Children,64,2,15,0
Graduate,Single,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,38,Alone,Two Children,26,2,12,0
Graduate,Divorced,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,49,Alone,One Child,1112,1,31,4
Undergraduate,Together,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,65,Partner,One Child,210,2,17,0
Graduate,Together,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,56,Partner,Three or More Children,1148,4,34,0
Postgraduate,Single,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,49,Alone,Two Children,33,2,12,0
Postgraduate,Together,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,0,62,Partner,Two Children,1101,3,25,1
Graduate,Single,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,59,Alone,Two Children,322,2,19,0
Graduate,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,59,Alone,Three or More Children,44,3,15,0
Postgraduate,Single,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,66,Alone,Three or More Children,17,4,12,0
Graduate,Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,44,Alone,Two Children,31,2,13,1
Postgraduate,Divorced,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,55,Alone,Three or More Children,845,3,30,0
Postgraduate,Married,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,53,Partner,Two Children,275,3,20,0
Postgraduate,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,45,Partner,Two Children,25,3,13,0
Postgraduate,Together,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,1,71,Partner,Three or More Children,275,4,25,0
Postgraduate,Married,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,57,Partner,Three or More Children,90,4,18,0
Graduate,Married,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,60,Partner,One Child,1495,2,20,1
Postgraduate,Married,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,0,1,53,Partner,Three or More Children,184,4,18,1
Graduate,Married,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,53,Partner,One Child,981,2,14,0
Graduate,Together,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,53,Partner,Two Children,67,3,14,0
Graduate,Single,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,1,70,Alone,One Child,1635,1,21,0
Postgraduate,Single,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,1,0,40,Alone,Two Children,60,2,15,0
Postgraduate,Together,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,48,Partner,Two Children,231,3,17,0
Graduate,Married,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,63,Partner,Three or More Children,48,4,16,0
Graduate,Divorced,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,60,Alone,Three or More Children,99,3,16,0
Postgraduate,Together,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,60,Partner,Two Children,770,3,27,0
Graduate,Single,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,1,67,Alone,One Child,957,1,28,0
Postgraduate,Together,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,42,Partner,One Child,818,2,13,0
Postgraduate,Single,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,1,37,Alone,One Child,925,1,18,1
Postgraduate,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,55,Alone,Two Children,908,2,28,0
Undergraduate,Married,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,42,Partner,Two Children,102,3,17,0
Graduate,Together,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,47,Partner,Two Children,576,3,24,0
Graduate,Together,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,77,Partner,One Child,317,2,20,0
Postgraduate,Together,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,49,Partner,Two Children,461,3,17,0
Postgraduate,Married,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,48,Partner,Three or More Children,37,4,12,0
Graduate,Married,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,49,Partner,Two Children,70,3,14,0
Graduate,Together,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,71,Partner,One Child,930,2,26,0
Postgraduate,Together,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,67,Partner,Three or More Children,859,4,38,0
Graduate,Widow,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,57,Alone,One Child,1478,1,25,0
Postgraduate,Divorced,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,74,Alone,One Child,390,1,24,0
Undergraduate,Together,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,0,0,39,Partner,One Child,52,2,12,1
Graduate,Together,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,54,Partner,Two Children,137,3,17,0
Graduate,Married,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,43,Partner,One Child,1919,2,23,1
Graduate,Together,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,52,Partner,Three or More Children,68,4,18,0
Graduate,Together,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,58,Partner,Three or More Children,25,4,10,0
Postgraduate,Together,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,71,Partner,Two Children,1374,3,31,2
Undergraduate,Divorced,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,35,Alone,Two Children,32,2,12,0
Postgraduate,Together,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,37,Partner,Two Children,100,3,15,0
Graduate,Single,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,41,Alone,One Child,825,1,13,0
Postgraduate,Divorced,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,0,58,Alone,Two Children,916,2,33,1
Graduate,Divorced,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,65,Alone,Three or More Children,62,3,16,0
Undergraduate,Together,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,67,Partner,Two Children,728,3,27,0
Postgraduate,Married,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,45,Partner,Two Children,90,3,11,0
Graduate,Single,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,35,Alone,Two Children,273,2,21,0
Graduate,Together,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,39,Partner,Two Children,66,3,17,0
Postgraduate,Married,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,62,Partner,One Child,1213,2,25,1
Graduate,Widow,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,1,57,Alone,One Child,107,1,16,0
Graduate,Single,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,76,Alone,One Child,1157,1,19,1
Postgraduate,Married,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,0,59,Partner,Two Children,546,3,25,1
Graduate,Divorced,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,47,Alone,Two Children,53,2,17,0
Graduate,Married,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,56,Partner,Three or More Children,37,5,14,0
Postgraduate,Single,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,47,Alone,One Child,1508,1,26,0
Graduate,Married,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,57,Partner,Three or More Children,235,4,20,0
Postgraduate,Together,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,67,Partner,Three or More Children,32,4,12,0
Graduate,Married,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,51,Partner,Three or More Children,102,4,15,0
Graduate,Single,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,38,Alone,Two Children,401,2,18,0
Graduate,Married,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,72,Partner,Three or More Children,28,4,11,0
Graduate,Single,51412.0,67,738,20,172,52,50,20,6,2,3,10,7,0,0,53,Alone,Three or More Children,1052,4,28,2
Graduate,Married,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,52,Partner,Two Children,680,3,23,0
Graduate,Married,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,49,Partner,Two Children,30,3,11,0
Postgraduate,Divorced,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,58,Alone,Three or More Children,20,3,11,0
Postgraduate,Divorced,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,62,Alone,Two Children,1307,2,30,0
Graduate,Single,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,70,Alone,Two Children,630,2,32,0
Graduate,Married,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,66,Partner,One Child,1283,2,21,0
Postgraduate,Divorced,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,47,Alone,Two Children,65,2,17,0
Graduate,Married,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,39,Partner,Two Children,37,3,12,0
Postgraduate,Married,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,73,Partner,Three or More Children,38,5,9,0
Postgraduate,Single,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,37,Alone,Two Children,160,2,20,0
Graduate,Single,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,40,Alone,Two Children,23,2,12,0
Postgraduate,Married,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,1,67,Partner,Two Children,1161,3,24,0
Postgraduate,Married,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,52,Partner,Two Children,59,3,12,1
Graduate,Together,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,40,Partner,Two Children,33,3,15,0
Graduate,Divorced,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,63,Alone,Three or More Children,946,3,25,0
Graduate,Divorced,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,55,Alone,One Child,1442,1,26,3
Graduate,Married,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,51,Partner,Two Children,62,3,13,0
Graduate,Together,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,1,58,Partner,One Child,1674,2,25,1
Graduate,Single,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,35,Alone,One Child,1538,1,24,0
Graduate,Divorced,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,37,Alone,One Child,139,1,14,0
Postgraduate,Married,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,54,Partner,Two Children,1182,3,28,2
Postgraduate,Together,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,73,Partner,Two Children,507,3,21,0
Undergraduate,Together,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,0,1,50,Partner,Two Children,18,3,12,1
Graduate,Divorced,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,71,Alone,One Child,940,1,17,0
Graduate,Married,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,58,Partner,Three or More Children,42,4,12,0
Graduate,Divorced,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,1,53,Alone,One Child,1190,1,16,0
Graduate,Widow,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,52,Alone,Three or More Children,44,3,15,0
Postgraduate,Married,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,0,0,47,Partner,Two Children,16,3,10,1
Graduate,Married,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,66,Partner,Two Children,835,3,30,0
Graduate,Married,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,37,Partner,Two Children,1443,3,26,2
Postgraduate,Single,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,1,57,Alone,One Child,1029,1,21,0
Graduate,Married,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,49,Partner,One Child,1188,2,19,0
Postgraduate,Single,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,47,Alone,Two Children,1277,2,30,0
Graduate,Single,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,1,0,45,Alone,Three or More Children,49,3,14,0
Graduate,Married,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,0,68,Partner,Two Children,99,3,13,1
Postgraduate,Married,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,54,Partner,One Child,1670,2,16,0
Postgraduate,Together,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,75,Partner,Three or More Children,425,4,21,0
Graduate,Married,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,0,66,Partner,One Child,2153,2,24,1
Postgraduate,Widow,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,54,Alone,Two Children,636,2,25,0
Graduate,Married,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,45,Partner,Three or More Children,57,4,14,0
Postgraduate,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,45,Partner,Two Children,25,3,13,0
Graduate,Married,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,56,Partner,Three or More Children,494,4,29,0
Graduate,Single,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,54,Alone,Two Children,693,2,23,0
Graduate,Married,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,63,Partner,One Child,1348,2,28,0
Graduate,Divorced,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,47,Alone,Two Children,51,2,14,0
Graduate,Together,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,61,Partner,One Child,1932,2,19,0
Postgraduate,Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,48,Alone,Two Children,990,2,24,0
Undergraduate,Married,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,39,Partner,Two Children,30,3,11,0
Graduate,Married,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,48,Partner,Three or More Children,254,4,24,0
Postgraduate,Single,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,0,0,53,Alone,Two Children,29,2,9,1
Graduate,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,0,57,Alone,Two Children,1371,2,31,1
Postgraduate,Single,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,1,51,Alone,Three or More Children,73,3,17,0
Postgraduate,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,48,Alone,Three or More Children,120,3,19,0
Graduate,Single,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,0,1,53,Alone,One Child,81,1,14,1
Postgraduate,Together,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,62,Partner,Two Children,1377,3,26,0
Graduate,Single,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,54,Alone,Two Children,51,2,12,0
Postgraduate,Married,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,54,Partner,Three or More Children,17,4,12,0
Graduate,Married,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,38,Partner,Two Children,22,3,11,0
Graduate,Widow,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,69,Alone,One Child,324,1,21,0
Undergraduate,Married,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,50,Partner,Three or More Children,211,5,24,0
Postgraduate,Single,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,42,Alone,Two Children,19,2,7,0
Graduate,Single,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,52,Alone,Two Children,41,2,13,0
Postgraduate,Together,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,55,Partner,Two Children,492,3,24,1
Graduate,Together,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,63,Partner,Two Children,1005,3,28,0
Graduate,Together,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,74,Partner,Two Children,114,3,13,0
Postgraduate,Divorced,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,55,Alone,Three or More Children,1173,3,24,0
Graduate,Together,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,44,Partner,One Child,1738,2,20,1
Postgraduate,Together,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,44,Partner,Two Children,222,3,16,0
Postgraduate,Married,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,77,Partner,One Child,209,2,16,0
Postgraduate,Married,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,55,Partner,Two Children,787,3,26,0
Graduate,Married,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,52,Partner,Three or More Children,186,4,20,0
Graduate,Together,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,1,39,Partner,Two Children,47,3,14,0
Graduate,Single,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,36,Alone,Two Children,27,2,12,0
Undergraduate,Together,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,1,43,Partner,Two Children,96,3,18,0
Undergraduate,Divorced,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,67,Alone,Three or More Children,64,3,16,0
Graduate,Together,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,58,Partner,One Child,1040,2,28,0
Graduate,Single,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,49,Alone,Three or More Children,163,3,18,0
Graduate,Together,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,63,Partner,One Child,343,2,18,0
Postgraduate,Single,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,68,Alone,Three or More Children,446,4,31,1
Graduate,Married,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,58,Partner,Three or More Children,41,4,11,0
Postgraduate,Single,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,1,51,Alone,Two Children,70,2,17,0
Postgraduate,Divorced,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,52,Alone,Three or More Children,272,3,20,0
Postgraduate,Together,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,49,Partner,Two Children,46,3,15,0
Graduate,Married,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,60,Partner,Three or More Children,490,4,26,0
Undergraduate,Single,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,1,41,Alone,Two Children,79,2,16,0
Graduate,Married,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,0,47,Partner,Two Children,915,3,21,0
Postgraduate,Married,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,68,Partner,Two Children,1485,3,41,1
Graduate,Single,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,36,Alone,Two Children,369,2,23,0
Graduate,Together,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,0,61,Partner,Two Children,1073,3,22,0
Undergraduate,Together,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,0,0,48,Partner,Two Children,78,3,14,1
Graduate,Single,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,1,42,Alone,One Child,1474,1,29,2
Postgraduate,Married,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,0,52,Partner,Three or More Children,751,4,37,0
Postgraduate,Married,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,50,Partner,Two Children,48,3,14,0
Graduate,Married,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,40,Partner,Two Children,45,3,12,0
Postgraduate,Together,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,41,Partner,Two Children,10,3,12,0
Postgraduate,Married,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,49,Partner,One Child,1435,2,17,2
Graduate,Married,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,0,70,Partner,Three or More Children,20,5,12,0
Graduate,Married,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,0,37,Partner,One Child,1795,2,28,3
Graduate,Married,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,55,Partner,Two Children,1008,3,27,0
Postgraduate,Single,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,62,Alone,One Child,1688,1,20,4
Undergraduate,Together,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,0,56,Partner,Three or More Children,1082,4,46,0
Graduate,Married,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,0,59,Partner,Two Children,1068,3,29,0
Graduate,Single,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,53,Alone,Two Children,57,2,12,0
Postgraduate,Together,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,67,Partner,Two Children,46,3,10,0
Graduate,Divorced,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,0,57,Alone,Two Children,733,2,28,0
Postgraduate,Widow,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,0,74,Alone,Two Children,467,2,25,0
Postgraduate,Married,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,52,Partner,Two Children,122,3,17,0
Undergraduate,Married,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,37,Partner,Two Children,36,3,15,0
Postgraduate,Married,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,75,Partner,Two Children,156,3,14,0
Graduate,Married,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,77,Partner,One Child,14,2,9,0
Undergraduate,Married,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,49,Partner,One Child,34,2,13,0
Graduate,Divorced,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,64,Alone,One Child,20,1,12,0
Postgraduate,Divorced,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,51,Alone,Two Children,192,2,19,0
Graduate,Single,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,0,0,59,Alone,One Child,1379,1,18,2
Graduate,Married,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,47,Partner,Two Children,48,3,15,0
Postgraduate,Married,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,0,70,Partner,Two Children,428,3,19,0
Graduate,Single,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,0,68,Alone,Two Children,868,2,30,0
Graduate,Married,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,54,Partner,Two Children,1001,3,34,0
Postgraduate,Single,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,52,Alone,Two Children,59,2,12,0
Undergraduate,Married,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,0,43,Partner,Three or More Children,431,4,19,0
Graduate,Married,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,0,47,Partner,Two Children,971,3,34,0
Graduate,Married,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,0,51,Partner,Three or More Children,348,5,27,0
Undergraduate,Single,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,57,Alone,One Child,2059,1,28,2
Postgraduate,Married,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,0,1,39,Partner,Two Children,265,3,20,1
Graduate,Married,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,0,71,Partner,Two Children,270,3,15,0
Undergraduate,Together,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,41,Partner,One Child,1289,2,22,0
Graduate,Married,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,0,1,59,Partner,Two Children,893,3,23,1
Graduate,Widow,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,74,Alone,One Child,926,1,23,0
Postgraduate,Widow,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,0,65,Alone,Two Children,135,2,15,0
Graduate,Married,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,60,Partner,One Child,1495,2,20,1
Graduate,Married,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,48,Partner,Two Children,120,3,16,0
Postgraduate,Single,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,54,Alone,One Child,1288,1,21,0
Postgraduate,Together,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,68,Partner,One Child,1743,2,19,2
Graduate,Widow,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,53,Alone,Two Children,15,2,12,0
Graduate,Married,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,0,72,Partner,Three or More Children,542,4,26,0
Postgraduate,Together,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,52,Partner,Two Children,890,3,32,0
Graduate,Married,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,0,48,Partner,Two Children,1388,3,37,0
Graduate,Married,37406.0,18,2,0,8,2,2,3,1,1,0,2,8,0,1,43,Partner,Two Children,17,3,12,0
Postgraduate,Together,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,42,Partner,Two Children,906,3,36,1
